FIRE_NAME,LATITUDE,LONGITUDE,FIRE_SIZE,FIRE_YEAR,START_DATE,END_DATE,STATE,COUNTY,OWNER_DESCR,STAT_CAUSE_DESCR
KELSEY,41.69166667,-123.64,300,1994,7/23/1994,8/10/1994,CA,,USFS,Lightning
TABLE,41.2666,-120.4011,1550,1994,7/23/1994,7/26/1994,CA,,BLM,Lightning
JACK #1,41.635,-123.6383333,28953,1994,7/22/1994,8/10/1994,CA,,USFS,Lightning
BEAR,41.72333333,-123.545,1582,1994,7/21/1994,7/29/1994,CA,,USFS,Lightning
HARRINGTON,41.66666667,-123.6633333,1203,1994,7/21/1994,8/10/1994,CA,,USFS,Lightning
RHOMBUS,41.85833333,-122.9583333,300,1994,7/21/1994,7/25/1994,CA,,STATE OR PRIVATE,Lightning
PARROTS II,38.0333,-120.451,730,1994,7/18/1994,7/19/1994,CA,,OTHER FEDERAL,Equipment Use
WILLIAMS                 ,37.87888888,-120.8788889,300,1994,7/17/1994,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
CLAY                     ,38.41611111,-121.1769444,1320,1994,7/17/1994,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SECO                     ,38.34388888,-121.1030556,1300,1994,7/17/1994,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
FRANKISH,34.17166667,-117.6333333,308.8,1994,7/14/1994,7/15/1994,CA,,STATE OR PRIVATE,Campfire
BROWNS                   ,40.73111111,-122.8919444,3300,1994,7/12/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
STATE                    ,33.83805555,-117.0419444,1000,1994,7/11/1994,,CA,,MISSING/NOT SPECIFIED,Arson
RIVER,41.4999,-121.0011,450,1994,7/9/1994,7/10/1994,CA,,BLM,Miscellaneous
RIVER                    ,41.88,-122.5638889,606,1994,7/9/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
MERCED,37.5666,-120.301,400,1994,7/8/1994,7/8/1994,CA,,PRIVATE,Equipment Use
LIVING SPRINGS           ,40.24694444,-122.885,300,1994,7/7/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
DEVILS,34.30166667,-117.1283333,12303,1994,7/3/1994,7/9/1994,CA,,USFS,Miscellaneous
TEMBLOR                  ,35.41694444,-119.9769444,1250,1994,7/2/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BASALT                   ,37.05,-121.06,365,1994,7/1/1994,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
RALSTON,39.7999,-121.5344,1000,1994,7/1/1994,7/6/1994,CA,,STATE,Arson
PALM,33.63666667,-116.5083333,20901,1994,7/1/1994,7/10/1994,CA,,USFS,Lightning
LAKE HEMET,33.66666667,-116.7,622,1994,7/1/1994,7/4/1994,CA,,STATE OR PRIVATE,Lightning
BLACK 2,35.1666,-117.2175,332,1994,6/30/1994,6/30/1994,CA,,PRIVATE,Lightning
CEDAR,35.1333,-115.1841,624,1994,6/30/1994,7/3/1994,CA,,BLM,Lightning
RAULSON                  ,39.69111111,-121.5319444,2270,1994,6/30/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
COPPER #8                ,37.99611111,-120.64,2100,1994,6/29/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HENLEY                   ,38.025,-120.64,400,1994,6/29/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
LITTLEPIUT,34.7333,-115.0675,620,1994,6/28/1994,7/1/1994,CA,,BLM,Lightning
FORT PIUTE,34.5333,-115.2008,9497,1994,6/28/1994,7/3/1994,CA,,BLM,Lightning
LUCAS #4,35.455,-118.7133333,5179,1994,6/27/1994,7/2/1994,CA,,STATE OR PRIVATE,Lightning
GIBBLE,33.7,-116.9509,840,1994,6/27/1994,6/30/1994,CA,,BLM,Arson
FAIRVIEW,33.85,-116.6833333,6420,1994,6/27/1994,6/30/1994,CA,,MISSING/NOT SPECIFIED,Debris Burning
MATTHEWS,34.00002,-117.00087,350,1994,6/27/1994,6/28/1994,CA,,BIA,Debris Burning
PEAK,35.50333333,-118.7033333,2926,1994,6/27/1994,7/2/1994,CA,,USFS,Lightning
GILLMAN,33.8167,-116.9009,2047,1994,6/27/1994,7/1/1994,CA,,BLM,Miscellaneous
HUNTER,37.5833,-120.1677,700,1994,6/26/1994,6/29/1994,CA,,PRIVATE,Equipment Use
SECOND,33.15833333,-116.8666667,5120,1994,6/26/1994,7/16/1994,CA,,STATE OR PRIVATE,Miscellaneous
SHOOTING,34.44333333,-118.08,3490.1,1994,6/25/1994,6/29/1994,CA,,USFS,Miscellaneous
SCOUT,34.41666667,-117.635,3020,1994,6/25/1994,6/30/1994,CA,,USFS,Campfire
BASHAM                   ,35.93,-120.735,1140,1994,6/24/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BAILEY,33.4667,-116.6675,940,1994,6/24/1994,6/27/1994,CA,,BLM,Equipment Use
WHITEBLNKT,35.7166,-118.1676,2505,1994,6/21/1994,6/21/1994,CA,,USFS,Miscellaneous
HWY41                    ,35.59388888,-120.4169444,1920,1994,6/20/1994,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
FELIPE,33.2334,-116.5175,750,1994,6/20/1994,6/20/1994,CA,,BLM,Equipment Use
BRANCH                   ,35.43194444,-120.0130556,2400,1994,6/18/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
GARLIC,36.86,-118.9433333,626,1994,6/17/1994,6/19/1994,CA,,USFS,Lightning
ROUND,35.5,-118.9009,800,1994,6/17/1994,6/17/1994,CA,,PRIVATE,Miscellaneous
MIDOIL II,35.0025,-119.5343,320,1994,6/15/1994,6/15/1994,CA,,BLM,Arson
LAKELAND,35.6333,-118.4509,2426,1994,6/14/1994,6/16/1994,CA,,PRIVATE,Children
YORK,35.85,-120.1676,1120,1994,6/12/1994,6/12/1994,CA,,PRIVATE,Miscellaneous
TABLE                    ,39.53305555,-121.5661111,900,1994,6/11/1994,,CA,,MISSING/NOT SPECIFIED,Railroad
POSO II,35.5666,-119.3509,600,1994,6/10/1994,6/10/1994,CA,,PRIVATE,Powerline
JAMES II,35.75,-118.4176,390,1994,6/4/1994,6/8/1994,CA,,USFS,Campfire
KCL,36.9833,-119.6676,320,1994,6/4/1994,6/4/1994,CA,,BLM,Miscellaneous
DOYLE,40.00694444,-120.145,2000,1994,6/3/1994,6/5/1994,CA,,STATE OR PRIVATE,Debris Burning
BRECKENRDG,35.35,-118.9009,3100,1994,5/30/1994,5/30/1994,CA,,PRIVATE,Arson
OIL,35.3666,-118.8509,1200,1994,5/30/1994,5/30/1994,CA,,PRIVATE,Arson
BROWN,35.7999,-117.9676,1012,1994,5/26/1994,5/29/1994,CA,,BLM,Miscellaneous
SODA,35.2166,-119.8843,3380,1994,5/23/1994,5/26/1994,CA,,PRIVATE,Equipment Use
POSO,35.4666,-119.0676,650,1994,5/16/1994,5/16/1994,CA,,PRIVATE,Arson
HOT SPA,33.4167,-115.6675,300,1994,5/3/1994,5/3/1994,CA,,PRIVATE,Arson
SMOOT,35.4833,-118.9509,3000,1994,4/25/1994,4/25/1994,CA,,PRIVATE,Powerline
LOCAL                    ,33.73611111,-116.3988889,1400,1994,4/8/1994,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SCHINDEL ESCAPE          ,40.38,-122.83,670,1994,4/4/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
ROCOSSO                  ,32.97,-116.9530556,380,1994,1/12/1994,,CA,,MISSING/NOT SPECIFIED,Smoking
STATE #2070              ,33.82194444,-117.4419444,300,1993,12/23/1993,,CA,,MISSING/NOT SPECIFIED,Arson
GERSTLE                  ,38.56694444,-123.3269444,450,1993,11/27/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
,40.275,-123.56,307,1993,11/26/1993,11/27/1993,CA,,MISSING/NOT SPECIFIED,Debris Burning
PYRAMID                  ,35.81111111,-120.0130556,500,1993,11/14/1993,,CA,,MISSING/NOT SPECIFIED,Arson
REPPLIER,33.94,-116.8833333,8780,1993,11/2/1993,11/5/1993,CA,,MISSING/NOT SPECIFIED,Equipment Use
OLD COACH,33.0667,-117.0009,2160,1993,11/2/1993,11/3/1993,CA,,PRIVATE,Campfire
OLDTOPANGA,34.1167,-118.5843,360,1993,11/2/1993,11/8/1993,CA,,NPS,Arson
PG &E 27                 ,38.64305555,-122.9538889,825,1993,10/27/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
KINNELOA,34.185,-118.0866667,5700,1993,10/27/1993,11/6/1993,CA,,USFS,Campfire
ORTEGA,33.47166667,-117.4883333,21384,1993,10/27/1993,11/3/1993,CA,,USFS,Miscellaneous
GUEJITO,33.15833333,-116.9733333,20768,1993,10/27/1993,11/1/1993,CA,,MISSING/NOT SPECIFIED,Miscellaneous
VAIL_#2,33.47666667,-117.025,500,1993,10/27/1993,10/28/1993,CA,,MISSING/NOT SPECIFIED,Arson
WHEEL,34.51833333,-119.295,1650,1993,10/27/1993,11/1/1993,CA,,USFS,Arson
MILL CREEK,34.08333333,-117.0383333,4680,1993,10/27/1993,10/29/1993,CA,,MISSING/NOT SPECIFIED,Equipment Use
BOX                      ,33.96805555,-117.3038889,3500,1993,10/27/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
VAIL                     ,33.46305555,-117.0061111,536,1993,10/27/1993,,CA,,MISSING/NOT SPECIFIED,Arson
TRIBAL,33.6167,-116.7509,2500,1993,10/27/1993,10/27/1993,CA,,BIA,Arson
CALIFORNIA,33.6834,-117.0175,24387,1993,10/26/1993,11/6/1993,CA,,PRIVATE,Powerline
GREENMEADO,34.1667,-118.8676,38152,1993,10/26/1993,11/4/1993,CA,,OTHER FEDERAL,Arson
COACH,33.0334,-117.0009,705,1993,9/28/1993,9/28/1993,CA,,PRIVATE,Arson
SMARTVILLE               ,39.16611111,-121.3111111,550,1993,9/26/1993,,CA,,MISSING/NOT SPECIFIED,Arson
MARRE,34.68666667,-119.9583333,43201,1993,9/25/1993,10/8/1993,CA,,STATE OR PRIVATE,Smoking
BELL,32.5834,-116.6342,300,1993,9/22/1993,9/23/1993,CA,,BLM,Campfire
EAGLE,35.25,-118.4676,800,1993,9/14/1993,9/14/1993,CA,,PRIVATE,Debris Burning
HALL                     ,39.93611111,-122.1311111,475,1993,9/12/1993,,CA,,MISSING/NOT SPECIFIED,Debris Burning
CLEVENGER,33.0667,-116.9175,409,1993,9/8/1993,9/9/1993,CA,,PRIVATE,Arson
NELSON                   ,39.53194444,-121.6219444,598,1993,9/1/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
RUSSIA,35.465,-118.76,1485,1993,8/30/1993,8/31/1993,CA,,USFS,Arson
OPAL 2,35.2,-117.1675,8360,1993,8/27/1993,8/28/1993,CA,,BLM,Lightning
ROUNDMTN 4,35.4333,-118.8343,650,1993,8/27/1993,8/28/1993,CA,,PRIVATE,Miscellaneous
GIBBON,36.00833333,-118.78,750,1993,8/23/1993,8/27/1993,CA,,OTHER FEDERAL,Equipment Use
DUCK                     ,36.70194444,-121.2269444,480,1993,8/15/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
PG&E #8                  ,37.22111111,-120.46,325,1993,8/14/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
KECKS,35.7166,-120.0176,500,1993,8/12/1993,8/12/1993,CA,,PRIVATE,Equipment Use
OTAY#21                  ,32.56,-116.9361111,550,1993,8/9/1993,,CA,,MISSING/NOT SPECIFIED,Arson
SAN BRUNO MNT. #5        ,37.67111111,-122.4330556,300,1993,8/8/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
,33.75,-116.8333333,475,1993,8/6/1993,8/7/1993,CA,,USFS,Miscellaneous
WIDOW                    ,41.11694444,-121.2661111,830,1993,8/5/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
,37.78833333,-118.9083333,405,1993,8/2/1993,8/3/1993,CA,,USFS,Lightning
RANCHO,36.3166,-121.4844,6000,1993,8/1/1993,8/4/1993,CA,,PRIVATE,Equipment Use
OTAY 18                  ,32.59111111,-116.83,2000,1993,7/29/1993,,CA,,MISSING/NOT SPECIFIED,Debris Burning
CHOCTAW,35.4666,-118.8843,530,1993,7/28/1993,7/28/1993,CA,,PRIVATE,Fireworks
BURNEY,40.8665,-121.7344,800,1993,7/27/1993,7/30/1993,CA,,BIA,Fireworks
HWY. 25                  ,36.71694444,-121.2619444,360,1993,7/27/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
ORANGE,35.5,-119.0843,320,1993,7/24/1993,7/24/1993,CA,,PRIVATE,Arson
STODDARD 4,34.7,-117.1175,2400,1993,7/20/1993,7/21/1993,CA,,BLM,Fireworks
OTAY 14                  ,32.62,-117.0230556,1200,1993,7/16/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
MESA CMPLX,35.4,-118.9176,750,1993,7/15/1993,7/15/1993,CA,,PRIVATE,Arson
SYCAMORE,36.975,-119.3416667,500,1993,7/14/1993,7/14/1993,CA,,MISSING/NOT SPECIFIED,Arson
PIGEON                   ,33.99694444,-117.2519444,393,1993,7/12/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
TABLE                    ,37.07611111,-119.6488889,612,1993,7/11/1993,,CA,,MISSING/NOT SPECIFIED,Smoking
,34.31666667,-117.46,485,1993,7/11/1993,7/11/1993,CA,,USFS,Arson
STODDARD,34.6333,-117.1342,547,1993,7/11/1993,7/12/1993,CA,,PRIVATE,Miscellaneous
COOK,35.6,-118.4509,500,1993,7/6/1993,7/7/1993,CA,,BLM,Fireworks
QUARRY 2,34.6167,-117.0675,333,1993,7/3/1993,7/4/1993,CA,,BLM,Miscellaneous
COTTONWOOD               ,35.85388888,-120.0838889,850,1993,6/30/1993,,CA,,MISSING/NOT SPECIFIED,Smoking
CHIMNEY,36.01333333,-118.83,800,1993,6/29/1993,6/30/1993,CA,,OTHER FEDERAL,Arson
ELEPHANT                 ,36.21805555,-119.0369444,450,1993,6/28/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
RANCHERIA,35.45,-118.8176,400,1993,6/27/1993,6/27/1993,CA,,PRIVATE,Arson
RESERVE,35.2166,-119.4843,500,1993,6/27/1993,6/27/1993,CA,,PRIVATE,Equipment Use
POWERLINE2,34.4833,-117.0509,326,1993,6/26/1993,6/27/1993,CA,,BLM,Miscellaneous
WILDWASH,34.7,-117.2675,1100,1993,6/26/1993,6/27/1993,CA,,BLM,Miscellaneous
TABLE                    ,36.98888888,-119.775,600,1993,6/23/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
VALLEY,35.25,-119.501,2260,1993,6/22/1993,6/22/1993,CA,,STATE,Arson
BUCK PEAK,36.82665,-118.57781,2170,1993,6/22/1993,,CA,,NPS,Lightning
SHRUM                    ,36.10194444,-118.9011111,350,1993,6/21/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
RODRIGUEZ                ,35.855,-119.3830556,302,1993,6/21/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HACKBERRY,35.0167,-115.2008,360,1993,6/20/1993,6/21/1993,CA,,BLM,Lightning
ANNETTE,35.6833,-120.1676,800,1993,6/20/1993,6/20/1993,CA,,PRIVATE,Lightning
ORCHARD,35.7333,-120.151,16000,1993,6/20/1993,6/20/1993,CA,,BLM,Lightning
FKU 6050                 ,36.91694444,-119.7561111,1200,1993,6/19/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
OTAY 3,32.5834,-116.8842,700,1993,6/17/1993,6/18/1993,CA,,PRIVATE,Arson
FROEHLICH                ,35.88388888,-119.4011111,637,1993,6/17/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
GRADE                    ,33.21805555,-116.4561111,1500,1993,6/16/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
GROVES                   ,37.93805555,-120.8611111,500,1993,6/16/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
PIXLEY,35.9333,-119.3509,1560,1993,6/14/1993,6/14/1993,CA,,PRIVATE,Debris Burning
METZ,36.4333,-121.2344,1513,1993,6/11/1993,6/12/1993,CA,,PRIVATE,Equipment Use
PG&E #4                  ,36.94805555,-120.9,5500,1993,6/1/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
OTAY 2,32.5667,-116.7842,337,1993,5/27/1993,5/28/1993,CA,,PRIVATE,Campfire
STATE                    ,33.96805555,-116.6061111,500,1993,5/26/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
OPAL,35.1666,-117.2009,600,1993,5/23/1993,5/24/1993,CA,,BLM,Campfire
FKU 4910                 ,36.20305555,-120.2361111,300,1993,5/21/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
MCMILLAN                 ,35.66611111,-120.3988889,350,1993,5/12/1993,,CA,,MISSING/NOT SPECIFIED,Equipment Use
POWER,35.45,-118.7816667,517,1993,5/12/1993,5/12/1993,CA,,MISSING/NOT SPECIFIED,Arson
DOMENGINE                ,36.33388888,-120.31,400,1993,5/10/1993,,CA,,MISSING/NOT SPECIFIED,Arson
NELANDER                 ,37.30888888,-120.8230556,700,1993,5/10/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SABODAN,35,-119.0176,3000,1993,5/10/1993,5/11/1993,CA,,PRIVATE,Miscellaneous
PGE 13,36.05,-120.1343,1800,1993,5/10/1993,5/10/1993,CA,,PRIVATE,Miscellaneous
ELK HILLS2,35.2666,-119.5843,7100,1993,5/10/1993,5/11/1993,CA,,OTHER FEDERAL,Powerline
ROUND MTN,35.5,-118.8843,1000,1993,5/10/1993,5/10/1993,CA,,PRIVATE,Equipment Use
BODEN,33.13333333,-116.8666667,1300,1993,5/9/1993,5/13/1993,CA,,USFS,Miscellaneous
EAGLE,32.98333333,-116.7333333,4600,1993,5/9/1993,5/16/1993,CA,,USFS,Campfire
LOCAL(MADISON)           ,33.66388888,-116.2419444,320,1993,5/4/1993,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
ROUND MTN,35.4333,-118.8343,400,1993,4/22/1993,4/22/1993,CA,,PRIVATE,Miscellaneous
CHEM                     ,35.84111111,-119.4011111,700,1992,11/19/1992,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
PENDOLA,34.53333333,-119.6783333,430,1992,10/12/1992,10/15/1992,CA,,USFS,Equipment Use
MOORE                    ,39.835,-122.205,300,1992,10/9/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
SUWANEE WF,36.57345,-118.79316,364,1992,10/9/1992,10/15/1992,CA,,NPS,Debris Burning
STATE 1622,33.8667,-116.9175,411,1992,10/7/1992,10/9/1992,CA,,STATE,Arson
NEWVILLE                 ,39.80694444,-122.3761111,450,1992,9/30/1992,,CA,,MISSING/NOT SPECIFIED,Smoking
CLEVELAND,38.775,-120.45,24580,1992,9/29/1992,10/12/1992,CA,,OTHER FEDERAL,Miscellaneous
RAINBOW,33.4334,-117.1342,2880,1992,9/27/1992,9/30/1992,CA,,PRIVATE,Arson
STATE                    ,33.80805555,-117.4919444,1080,1992,9/27/1992,,CA,,MISSING/NOT SPECIFIED,Arson
CAJON,34.25833333,-117.46,1596,1992,9/26/1992,9/26/1992,CA,,USFS,Children
BURTONS                  ,39.705,-121.7211111,6140,1992,9/25/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
CHRISTMAN1,37.61666667,-121.1666667,450,1992,9/25/1992,9/27/1992,CA,,FWS,Debris Burning
VILLA                    ,39.42888888,-121.6588889,6700,1992,9/25/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
LARABEE #2               ,40.29194444,-123.6761111,340,1992,9/24/1992,,CA,,MISSING/NOT SPECIFIED,Debris Burning
MAIDU                    ,39.74805555,-121.6638889,675,1992,9/22/1992,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
MARTIN,41.23333333,-123.7666667,1453,1992,9/19/1992,9/22/1992,CA,,MISSING/NOT SPECIFIED,Arson
MARTIN SERIES            ,41.24305555,-123.7619444,400,1992,9/19/1992,,CA,,MISSING/NOT SPECIFIED,Arson
MILPITAS,36.10388889,-121.3386111,310,1992,9/19/1992,9/19/1992,CA,,MISSING/NOT SPECIFIED,Miscellaneous
RINCON #7,33.25,-116.9509,350,1992,9/16/1992,9/18/1992,CA,,BIA,Arson
MANOR                    ,40.12111111,-122.2080556,763,1992,9/13/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
FOREST                   ,33.895,-116.8669444,1000,1992,9/8/1992,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
,33.98333333,-116.8333333,400,1992,9/8/1992,9/9/1992,CA,,MISSING/NOT SPECIFIED,Arson
PARK                     ,33.925,-117.6880556,508,1992,9/7/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
RUBY,38.125,-120.24,3460,1992,9/7/1992,9/9/1992,CA,,STATE OR PRIVATE,Smoking
HIBACH                   ,38.15611111,-120.8811111,400,1992,9/7/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
TANK,36.2833,-120.501,950,1992,9/3/1992,9/3/1992,CA,,PRIVATE,Powerline
,34.37333333,-117.18,560,1992,9/1/1992,9/3/1992,CA,,USFS,Arson
PIUTE,35.2833,-115.0008,680,1992,8/30/1992,9/1/1992,CA,,BLM,Lightning
TATE,33.47,-117.47,500,1992,8/29/1992,8/29/1992,CA,,MISSING/NOT SPECIFIED,Miscellaneous
ROBINSON,40.00555556,-120.1452778,480,1992,8/29/1992,8/30/1992,CA,,OTHER FEDERAL,Lightning
MID0RIDGE,35.0833,-118.7509,7530,1992,8/22/1992,8/31/1992,CA,,PRIVATE,Equipment Use
LEAL,34.6833,-117.1009,443,1992,8/22/1992,8/23/1992,CA,,BLM,Campfire
CACHUMA,34.51666667,-119.9083333,710,1992,8/21/1992,8/23/1992,CA,,USFS,Miscellaneous
99,39.86194444,-121.9280556,800,1992,8/21/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
FAWN                     ,38.92,-121.1438889,350,1992,8/21/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HONCUT                   ,39.32888888,-121.5288889,350,1992,8/20/1992,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
BARKER,40.60166667,-123.0983333,5050,1992,8/20/1992,8/28/1992,CA,,STATE OR PRIVATE,Arson
RAINBOW,37.55,-119.095,8800,1992,8/20/1992,9/16/1992,CA,,USFS,Lightning
FOUNTAIN,40.76166667,-121.98,64000,1992,8/20/1992,8/30/1992,CA,,MISSING/NOT SPECIFIED,Arson
FARNHAM,38.5332,-120.6177,900,1992,8/20/1992,8/22/1992,CA,,PRIVATE,Campfire
LINCOLN                  ,38.91888888,-121.2930556,1600,1992,8/19/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HORNITOS                 ,37.45611111,-120.0930556,630,1992,8/19/1992,,CA,,MISSING/NOT SPECIFIED,Arson
BARNETT                  ,37.68888888,-120.5988889,375,1992,8/19/1992,,CA,,MISSING/NOT SPECIFIED,Arson
WOODEN                   ,38.32305555,-122.1430556,1200,1992,8/19/1992,,CA,,MISSING/NOT SPECIFIED,Campfire
BORAX                    ,38.99111111,-122.6761111,1920,1992,8/19/1992,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
CHINESE CAMP #1          ,37.87888888,-120.44,400,1992,8/19/1992,,CA,,MISSING/NOT SPECIFIED,Arson
WILDCAT,32.91666667,-116.8716667,1095,1992,8/18/1992,8/20/1992,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SLICKROCK,35.98083333,-121.3513889,2480,1992,8/17/1992,8/22/1992,CA,,OTHER FEDERAL,Miscellaneous
GULCH,38.16833333,-120.6066667,18000,1992,8/16/1992,8/25/1992,CA,,MISSING/NOT SPECIFIED,Miscellaneous
TRIANGLE,41.68,-120.8416667,700,1992,8/14/1992,10/28/1992,CA,,USFS,Lightning
BEAVER CK,40.9332,-121.2844,500,1992,8/13/1992,8/25/1992,CA,,BLM,Lightning
ITALIAN,37.16333333,-119.415,1422,1992,8/13/1992,8/14/1992,CA,,USFS,Equipment Use
LIGHTNING #16            ,37.70305555,-120.5811111,300,1992,8/12/1992,,CA,,MISSING/NOT SPECIFIED,Lightning
MUD                      ,40.83888888,-120.8919444,1485,1992,8/12/1992,,CA,,MISSING/NOT SPECIFIED,Lightning
MUDD,40.85611111,-120.8869444,700,1992,8/12/1992,8/15/1992,CA,,USFS,Lightning
DRY CREEK                ,37.58694444,-120.4161111,1500,1992,8/11/1992,,CA,,MISSING/NOT SPECIFIED,Lightning
LA PALOMA                ,37.42611111,-120.3669444,4800,1992,8/7/1992,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
HEARST # 2               ,35.81111111,-120.305,1200,1992,8/5/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
CIENEGA,36.26166667,-121.6666667,910,1992,8/5/1992,8/5/1992,CA,,USFS,Miscellaneous
VISTA #1                 ,37.49805555,-120.6019444,600,1992,8/3/1992,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
ARROYO SECO              ,36.25,-121.4311111,300,1992,8/1/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
FRICOT,38.1666,-120.601,425,1992,8/1/1992,8/2/1992,CA,,BLM,Equipment Use
MOCCASIN,37.8166,-120.3344,8000,1992,8/1/1992,8/7/1992,CA,,PRIVATE,Campfire
SECO,36.23222222,-121.4597222,2559,1992,8/1/1992,8/4/1992,CA,,MISSING/NOT SPECIFIED,Miscellaneous
JAY                      ,39.31388888,-123.215,550,1992,7/31/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
LAKEVIEW                 ,41.96888888,-122.43,349,1992,7/28/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
FAWN                     ,35.65388888,-120.9519444,660,1992,7/28/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
ORVIS                    ,37.93694444,-120.7688889,300,1992,7/28/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BIRD                     ,37.7,-121.5388889,540,1992,7/28/1992,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
,40.8332,-121.6678,800,1992,7/27/1992,7/30/1992,CA,,BIA,Children
JENKINS                  ,38.68611111,-122.0719444,300,1992,7/27/1992,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
BOYD                     ,35.85388888,-120.03,400,1992,7/22/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
DEVIL,34.565,-118.6816667,1337,1992,7/20/1992,7/21/1992,CA,,USFS,Equipment Use
URRUTIA                  ,36.96,-119.92,300,1992,7/19/1992,,CA,,MISSING/NOT SPECIFIED,Smoking
MANZANITA,32.7501,-116.3342,821,1992,7/19/1992,7/20/1992,CA,,BIA,Miscellaneous
LOVELAND,32.79055556,-116.7366667,1550,1992,7/18/1992,7/21/1992,CA,,STATE OR PRIVATE,Campfire
HOG #2                   ,40.22194444,-122.0761111,1310,1992,7/17/1992,,CA,,MISSING/NOT SPECIFIED,Lightning
STAR,32.63333333,-116.5166667,430,1992,7/16/1992,7/16/1992,CA,,MISSING/NOT SPECIFIED,Miscellaneous
CHAGOOPA E,36.4754,-118.40887,562,1992,7/15/1992,,CA,,NPS,Lightning
SNELLING                 ,37.485,-120.4019444,2080,1992,7/14/1992,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
JORDAN                   ,37.23611111,-120.2238889,480,1992,7/10/1992,,CA,,MISSING/NOT SPECIFIED,Arson
CEMENT                   ,38.32305555,-121.9961111,365,1992,7/9/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BANNING,33.88166667,-116.8833333,1200,1992,7/5/1992,7/7/1992,CA,,STATE OR PRIVATE,Miscellaneous
FLOWIND                  ,37.78805555,-121.6488889,710,1992,6/25/1992,,CA,,MISSING/NOT SPECIFIED,Equipment Use
